"SUID","ActivitySummary128Min","ActivitySummary16Min","ActivitySummary2Min","ActivitySummary32Min","ActivitySummary4Min","ActivitySummary64Min","ActivitySummary8Min","FirstActive","Gene","HeatMapBg1","HeatMapBg2","HeatMapBg3","HeatMapBg4","HeatMapBg5","HeatMapBg6","InsigPeptide10Log2FC","InsigPeptide1Log2FC","InsigPeptide2Log2FC","InsigPeptide3Log2FC","InsigPeptide4Log2FC","InsigPeptide5Log2FC","InsigPeptide6Log2FC","InsigPeptide7Log2FC","InsigPeptide8Log2FC","InsigPeptide9Log2FC","name","NodeType","Protein","ReferenceEGFR","selected","shared name","SigPeptide1Log2FC","SigPeptide2Log2FC","SigPeptide3Log2FC","SigPeptide4Log2FC","SigPeptide5Log2FC","SigPeptide6Log2FC"
"167","0","0","0","0","0","-1","0","64","TMPO","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.055631|-0.376739|0.041126|-0.19685|-0.208181|-0.66105|-0.627334","0.0|-0.07514|-0.451187|0.265697|-0.609461|-0.181038|-0.24737|-0.324818",,,,,,,,"LAP2B_HUMAN","SigPrize","Lamina-associated polypeptide 2, isoforms beta/gamma (Thymopoietin, isoforms beta/gamma) (TP beta/gamma) (Thymopoietin-related peptide isoforms beta/gamma) (TPRP isoforms beta/gamma) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]","false","false","LAP2B_HUMAN","0.0|-0.077955|-0.127907|-0.20629|-0.069828|-0.265266|-0.474701|-0.031634",,,,,
"168","0","0","0","0","-1","0","0","4","NCL","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"NUCL_HUMAN","SigPrize","Nucleolin (Protein C23)","false","false","NUCL_HUMAN","0.0|-0.048075|-0.497635|-0.279949|-0.083054|-0.309405|0.062888|-0.158809",,,,,
"169","1","0","0","1","0","1","0","32","CAMK1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"KCC1A_HUMAN","SigPrize","Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (CaM-KI) (CaM kinase I alpha) (CaMKI-alpha)","false","false","KCC1A_HUMAN","0.0|-0.142581|0.551725|0.139641|0.660564|0.973092|1.707574|1.738183",,,,,
"170",,,,,,,,"2","KIF15","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.098271|-0.130567|-0.160882|-0.138729|-0.148705|-0.107063|-0.260434",,,,,,,,,"KIF15_HUMAN","InsigPrize","Kinesin-like protein KIF15 (Kinesin-like protein 2) (hKLP2) (Kinesin-like protein 7) (Serologically defined breast cancer antigen NY-BR-62)","false","false","KIF15_HUMAN",,,,,,
"171",,,,,,,,"2","PRKACA","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"KAPCA_HUMAN","Steiner","cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)","true","false","KAPCA_HUMAN",,,,,,
"172",,,"0",,,,,"4","AKAP2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.139286|0.678047|0.292895|0.691488|0.682714|0.261792|0.563287",,,,,,,,,"AKAP2_HUMAN","InsigPrize","A-kinase anchor protein 2 (AKAP-2) (AKAP-KL) (Protein kinase A-anchoring protein 2) (PRKA2)","false","false","AKAP2_HUMAN",,,,,,
"173",,,"0",,,,,"4","AKAP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.007214|0.246557|0.967586|0.883644|0.995514|0.760024|0.73364",,,,,,,,,"AKAP1_HUMAN","InsigPrize","A-kinase anchor protein 1, mitochondrial (A-kinase anchor protein 149 kDa) (AKAP 149) (Dual specificity A-kinase-anchoring protein 1) (D-AKAP-1) (Protein kinase A-anchoring protein 1) (PRKA1) (Spermatid A-kinase anchor protein 84) (S-AKAP84)","false","false","AKAP1_HUMAN",,,,,,
"174",,,"0",,,,,"4","AKAP11","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.331657|0.695622|0.674323|0.640075|0.625711|0.834592|0.023608",,,,,,,,,"AKA11_HUMAN","InsigPrize","A-kinase anchor protein 11 (AKAP-11) (A-kinase anchor protein 220 kDa) (AKAP 220) (hAKAP220) (Protein kinase A-anchoring protein 11) (PRKA11)","false","false","AKA11_HUMAN",,,,,,
"175","0","0","1","0","-1","0","0","2","ITSN2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ITSN2_HUMAN","SigPrize","Intersectin-2 (SH3 domain-containing protein 1B) (SH3P18) (SH3P18-like WASP-associated protein)","false","false","ITSN2_HUMAN","0.0|1.690329|0.633225|0.349626|-0.025819|-0.242493|-0.601992|-0.808944","0.0|0.827101|0.483736|-0.205814|-0.212752|-0.522799|-0.252841|-0.6769","0.0|1.544418|0.978741|0.318369|0.108122|-0.055238|0.009758|0.082857",,,
"176","0","1","1","0","0","0","1","2","SHC1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"SHC1_HUMAN","SigPrize","SHC-transforming protein 1 (SHC-transforming protein 3) (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1)","true","false","SHC1_HUMAN","0.0|1.768273|1.453163|1.783947|1.652291|1.63077|1.255606|0.891167","0.0|1.900981|1.87847|1.595921|1.518947|1.218029|0.833811|0.29727","0.0|1.611012|1.515252|1.59177|1.639182|1.496939|1.212414|1.018907",,,
"177","0","0","-1","0","-1","0","0","2","IGF1R","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"IGF1R_HUMAN","SigPrize","Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]","false","false","IGF1R_HUMAN","0.0|-1.066968|-1.459085|-1.208131|-1.052332|-0.868984|-0.709892|-0.579038",,,,,
"178",,,,,,,,"2","EIF5B","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.183759|-0.308779|-0.127339|-0.139246|0.005044|-0.001395|-0.120883","0.0|-0.246491|0.29756|-0.303487|0.243666|0.444865|-0.033535|0.143501",,,,,,,,"IF2P_HUMAN","InsigPrize","Eukaryotic translation initiation factor 5B (eIF-5B) (Translation initiation factor IF-2)","false","false","IF2P_HUMAN",,,,,,
"179","-1","0","0","0","0","0","0","128","IRF2BP2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|5.36E-4|-0.352923|-0.283112|-0.140924|0.088828|0.036058|0.573981","0.0|0.135866|0.149163|0.028533|0.239812|0.177095|0.297808|0.01422","0.0|-0.207656|0.058085|-0.418832|-0.46559|-0.372351|-0.312298|-0.289427",,,,,,,"I2BP2_HUMAN","SigPrize","Interferon regulatory factor 2-binding protein 2 (IRF-2-binding protein 2) (IRF-2BP2)","false","false","I2BP2_HUMAN","0.0|-0.10008|0.137571|-0.287808|-0.24927|-0.360736|-0.620029|-0.98678",,,,,
"180",,,,,,,,"2","IRF2BP1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.084061|-0.373879|-0.174717|-0.162297|0.045482|0.045146|-0.167672","0.0|-0.236919|0.223809|-0.092954|-0.132432|-0.096198|-0.177246|-0.317487",,,,,,,,"I2BP1_HUMAN","InsigPrize","Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 6.3.2.-)","false","false","I2BP1_HUMAN",,,,,,
"181",,,"0",,,,,"4","SRSF4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.486598|-0.027336|0.924064|-0.472903|-0.122621|0.0426|-0.893226",,,,,,,,,"SRSF4_HUMAN","InsigPrize","Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)","false","false","SRSF4_HUMAN",,,,,,
"182","0","0","0","0","-1","0","0","4","HNRNPUL1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.57968|-0.765099|-1.158781|-0.569943|-0.506767|-0.720817|-0.368731",,,,,,,,,"HNRL1_HUMAN","SigPrize","Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5)","false","false","HNRL1_HUMAN","0.0|-0.307134|-0.42232|-0.299446|-0.130509|-0.330096|-0.440699|0.161176",,,,,
"183","0","0","0","1","0","0","0","32","KIF4A","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"KIF4A_HUMAN","SigPrize","Chromosome-associated kinesin KIF4A (Chromokinesin-A)","false","false","KIF4A_HUMAN","0.0|-0.014622|0.771754|1.003617|1.219176|1.262333|0.851368|0.666626",,,,,
"184",,,,,,,,"2","HMG20B","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"HM20B_HUMAN","Steiner","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related (SMARCE1-related protein) (BRCA2-associated factor 35) (HMG box-containing protein 20B) (HMG domain-containing protein 2) (HMG domain-containing protein HMGX2) (Sox-like transcriptional factor) (Structural DNA-binding protein BRAF35)","false","false","HM20B_HUMAN",,,,,,
"185",,,,,,,,"2","HIRIP3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.160778|-0.201959|-0.046265|0.003445|0.254909|0.14964|-0.07954","0.0|0.340926|0.399525|0.139187|-0.08651|-0.157162|0.226807|-0.0137","0.0|0.324828|0.347854|0.306438|-0.272728|0.010867|0.052596|-0.15788","0.0|-0.441234|-0.264743|-0.367664|-0.515038|-0.155804|-0.4798|-0.361482",,,,,,"HIRP3_HUMAN","InsigPrize","HIRA-interacting protein 3","false","false","HIRP3_HUMAN",,,,,,
"186","0","0","0","0","-1","0","0","4","H2AFY","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.097905|-0.874188|-0.448222|-0.28736|-0.126281|-0.436343|-0.224918",,,,,,,,,"H2AY_HUMAN","SigPrize","Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)","false","false","H2AY_HUMAN","0.0|0.005752|-1.077505|-0.56872|-0.486506|-0.394221|-0.557572|-0.511929",,,,,
"187","0","0","0","0","0","0","1","8","WIPF2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"WIPF2_HUMAN","SigPrize","WAS/WASL-interacting protein family member 2 (WASP-interacting protein-related protein) (WIP- and CR16-homologous protein) (WIP-related protein)","false","false","WIPF2_HUMAN","0.0|2.145038|1.621865|2.498247|2.260794|0.5456|0.347427|0.090484",,,,,
"188","0","0","0","-1","-1","-1","0","4","WASL","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"WASL_HUMAN","SigPrize","Neural Wiskott-Aldrich syndrome protein (N-WASP)","true","false","WASL_HUMAN","0.0|-0.412674|-1.179855|-0.926359|-1.15787|-1.653935|-1.789651|-1.369156",,,,,
"189","0","0","1","0","0","0","0","2","PTPN18","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"PTN18_HUMAN","SigPrize","Tyrosine-protein phosphatase non-receptor type 18 (EC 3.1.3.48) (Brain-derived phosphatase)","false","false","PTN18_HUMAN","0.0|1.826049|1.020265|0.592653|0.213041|-0.195954|-0.012015|-0.357184",,,,,
"190",,,,,,,,"2","PAG1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.101141|-0.157801|-0.250828|-0.341158|-0.167924|-0.056806|-0.114997","0.0|0.049483|-0.072741|-0.422097|-0.452569|-0.37837|-0.230528|-0.305831","0.0|-0.01159|-0.391171|-0.334284|-0.194039|-0.176801|-0.331884|-0.369978",,,,,,,"PHAG1_HUMAN","InsigPrize","Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp)","false","false","PHAG1_HUMAN",,,,,,
"191","0","0","1","0","-1","0","0","2","IRS4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|0.256457|-0.145658|-0.066684|-0.12661|-0.041729|0.068521|0.335521","0.0|-0.115721|0.261709|0.162688|-0.006151|0.84471|0.408527|0.39277","0.0|0.400393|0.63416|0.029295|0.144686|-0.167174|0.216569|0.359963","0.0|0.059127|0.139053|0.048999|0.090776|0.28331|0.534009|0.605399",,,,,,"IRS4_HUMAN","SigPrize","Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160)","false","false","IRS4_HUMAN","0.0|2.028588|1.016132|0.513704|0.525187|0.509449|0.241479|-0.13924","0.0|2.616739|1.715346|0.781296|0.70774|0.576819|0.519084|0.10441","0.0|0.956158|0.44401|-0.075182|-0.054117|-0.020577|0.058892|-0.126776","0.0|1.162557|0.272129|0.100486|0.064723|-0.182412|0.052507|-0.07513","0.0|0.72842|0.499451|0.329973|0.189143|0.170458|0.255375|0.292657","0.0|0.258004|-0.308821|-0.217765|-0.353623|-0.31626|-0.151135|-0.202434"
"192","0","0","0","0","-1","0","0","4","GGA3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"GGA3_HUMAN","SigPrize","ADP-ribosylation factor-binding protein GGA3 (Golgi-localized, gamma ear-containing, ARF-binding protein 3)","false","false","GGA3_HUMAN","0.0|-0.432681|-0.841852|-0.445718|-0.401954|-0.205725|-0.328239|-0.163145",,,,,
"193","0","1","1","0","0","0","0","2","GAREM","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"GAREM_HUMAN","SigPrize","GRB2-associated and regulator of MAPK protein (GRB2-associated and regulator of MAPK1)","false","false","GAREM_HUMAN","0.0|1.06826|1.011596|0.904284|1.285192|1.149788|0.976739|0.799477",,,,,
"194","0","0","0","0","1","0","-1","4","LRRC47","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"LRC47_HUMAN","SigPrize","Leucine-rich repeat-containing protein 47","false","false","LRC47_HUMAN","0.0|-0.234986|1.313657|-0.427888|0.28299|0.09374|0.15267|0.469448",,,,,
"195","0","0","-1","0","0","0","0","2","FGR","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"FGR_HUMAN","SigPrize","Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog) (Proto-oncogene c-Fgr) (p55-Fgr) (p58-Fgr) (p58c-Fgr)","false","false","FGR_HUMAN","0.0|-0.70736|-0.483098|-0.352121|-0.43769|-0.330938|-0.172434|0.197742",,,,,
"196","0","0","0","0","1","0","-1","4","FAM53C","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.253598|0.165811|-0.246479|0.44285|-0.196279|0.096363|0.473897",,,,,,,,,"FA53C_HUMAN","SigPrize","Protein FAM53C","false","false","FA53C_HUMAN","0.0|-0.284147|0.464319|-0.098841|-0.141055|-0.222225|-0.150933|-0.182961",,,,,
"197","0","0","-1","0","-1","0","-1","2","EPHA7","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-1.014252|-1.089726|-0.866188|-0.673599|-0.398704|-0.705338|-0.627783",,,,,,,,,"EPHA7_HUMAN","SigPrize","Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11)","false","false","EPHA7_HUMAN","0.0|-1.089578|-0.898304|-1.122777|-0.923138|-0.802825|-0.746392|-0.861286","0.0|-0.786356|-1.051262|-0.556623|-0.414328|-0.414729|-0.40524|-0.22609",,,,
"198",,,,,,,,"2","EFNA5","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"EFNA5_HUMAN","Steiner","Ephrin-A5 (AL-1) (EPH-related receptor tyrosine kinase ligand 7) (LERK-7)","false","false","EFNA5_HUMAN",,,,,,
"199",,,,,,,,"2","EPHA2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-1.096139|-1.032908|-0.727303|-0.809504|-0.337089|-0.410548|-0.1168",,,,,,,,,"EPHA2_HUMAN","InsigPrize","Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK)","false","false","EPHA2_HUMAN",,,,,,
"200","0","-1","0","-1","0","0","-1","8","EML4","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"EMAL4_HUMAN","SigPrize","Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120)","false","false","EMAL4_HUMAN","0.0|0.001474|0.215173|-0.233607|-0.274229|-0.35517|-0.325365|-0.189911",,,,,
"201",,,,,,,,"2","NEK6","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"NEK6_HUMAN","Steiner","Serine/threonine-protein kinase Nek6 (EC 2.7.11.1) (Never in mitosis A-related kinase 6) (NimA-related protein kinase 6) (Protein kinase SID6-1512)","false","false","NEK6_HUMAN",,,,,,
"202",,,,,,,,"2","RUNX1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"RUNX1_HUMAN","Steiner","Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit)","false","false","RUNX1_HUMAN",,,,,,
"203","0","0","0","1","0","0","0","32","ELF2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"ELF2_HUMAN","SigPrize","ETS-related transcription factor Elf-2 (E74-like factor 2) (New ETS-related factor)","false","false","ELF2_HUMAN","0.0|-0.151766|-0.011463|0.208115|0.248197|0.585603|0.394105|0.4461",,,,,
"204","0","0","0","0","0","0","1","8","HGS","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.431201|-0.432482|0.008584|0.112209|0.631724|0.725422|0.815345",,,,,,,,,"HGS_HUMAN","SigPrize","Hepatocyte growth factor-regulated tyrosine kinase substrate (Hrs) (Protein pp110)","true","false","HGS_HUMAN","0.0|1.25853|1.298875|1.986722|1.844261|0.656414|0.238052|-0.090293","0.0|1.362208|1.863378|3.114077|2.228265|1.040692|0.927359|-0.557052","0.0|0.411847|1.046778|3.491975|3.076692|2.113603|1.026224|0.09114","0.0|1.975728|3.034296|4.174151|3.777221|2.578217|0.879717|0.124158",,
"205","0","0","0","0","-1","0","0","4","PTK2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,"0.0|-0.073961|-0.273145|-0.079646|-0.260519|-0.133978|0.109848|0.075178",,,,,,,,,"FAK1_HUMAN","SigPrize","Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein phosphatase 1 regulatory subunit 71) (PPP1R71) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)","true","false","FAK1_HUMAN","0.0|-0.658375|-0.905518|-0.842299|-0.790462|-0.635528|-0.283205|-0.26406",,,,,
"206","0","0","0","0","0","0","1","8","EPN1","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"EPN1_HUMAN","SigPrize","Epsin-1 (EH domain-binding mitotic phosphoprotein) (EPS-15-interacting protein 1)","true","false","EPN1_HUMAN","0.0|0.482571|0.674653|1.303217|1.5243|0.878364|0.246467|-0.264971",,,,,
"207","0","0","1","0","0","0","0","2","CCDC50","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"CCD50_HUMAN","SigPrize","Coiled-coil domain-containing protein 50 (Protein Ymer)","false","false","CCD50_HUMAN","0.0|3.57856|2.621905|2.258273|1.789846|0.891544|0.449213|-0.079719","0.0|2.236281|1.517528|0.995585|0.799175|0.138731|0.032584|-0.412486",,,,
"208",,,,,,,,"2","EGF","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"EGF_HUMAN","Steiner","Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)]","true","false","EGF_HUMAN",,,,,,
"209","0","0","0","0","-1","0","-1","4","EFNB2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"EFNB2_HUMAN","SigPrize","Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L)","false","false","EFNB2_HUMAN","0.0|-0.43364|-0.465725|-0.512625|-0.319117|-0.340687|-0.417956|-0.463267",,,,,
"210","0","0","-1","0","0","0","0","2","EPHA3","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"EPHA3_HUMAN","SigPrize","Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1)","false","false","EPHA3_HUMAN","0.0|-0.95436|-0.873407|-0.842006|-0.545578|-0.329218|-0.413388|-0.719739",,,,,
"211","-1","0","0","0","0","0","0","128","DYRK1B","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"DYR1B_HUMAN","SigPrize","Dual specificity tyrosine-phosphorylation-regulated kinase 1B (EC 2.7.12.1) (Minibrain-related kinase) (Mirk protein kinase)","false","false","DYR1B_HUMAN","0.0|-0.527998|0.016928|-0.355713|-0.230057|0.014649|0.109611|-1.096451",,,,,
"212","0","0","-1","0","0","0","-1","2","HIPK2","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0","0|0|0|0|0|0|0",,,,,,,,,,,"HIPK2_HUMAN","SigPrize","Homeodomain-interacting protein kinase 2 (hHIPk2) (EC 2.7.11.1)","false","false","HIPK2_HUMAN","0.0|-0.58028|-0.414517|-0.627459|-0.529438|-0.356737|-0.363843|-0.422281",,,,,
